Time,pH,Experiment
00:09:06,8.53,August 10-11
00:09:08,8.52,August 10-11
00:09:10,8.53,August 10-11
00:09:12,8.54,August 10-11
00:09:14,8.53,August 10-11
00:09:16,8.53,August 10-11
00:09:18,8.52,August 10-11
00:09:20,8.53,August 10-11
00:09:22,8.54,August 10-11
00:09:24,8.53,August 10-11
00:09:26,8.54,August 10-11
00:09:28,8.54,August 10-11
00:09:30,8.53,August 10-11
00:09:32,8.53,August 10-11
00:09:34,8.54,August 10-11
00:09:36,8.54,August 10-11
00:09:38,8.54,August 10-11
00:09:40,8.54,August 10-11
00:09:42,8.52,August 10-11
00:09:44,8.53,August 10-11
00:09:46,8.53,August 10-11
00:09:48,8.53,August 10-11
00:09:50,8.53,August 10-11
00:09:52,8.53,August 10-11
00:09:54,8.54,August 10-11
00:09:56,8.54,August 10-11
00:09:58,8.54,August 10-11
00:10:00,8.54,August 10-11
00:10:02,8.54,August 10-11
00:10:04,8.54,August 10-11
00:10:06,8.53,August 10-11
00:10:08,8.54,August 10-11
00:10:10,8.54,August 10-11
00:10:12,8.54,August 10-11
00:10:14,8.52,August 10-11
00:10:16,8.52,August 10-11
00:10:18,8.52,August 10-11
00:10:20,8.52,August 10-11
00:10:22,8.53,August 10-11
00:10:24,8.52,August 10-11
00:10:26,8.53,August 10-11
00:10:28,8.53,August 10-11
00:10:30,8.53,August 10-11
00:10:32,8.53,August 10-11
00:10:34,8.52,August 10-11
00:10:36,8.51,August 10-11
00:10:38,8.51,August 10-11
00:10:40,8.52,August 10-11
00:10:42,8.52,August 10-11
00:10:44,8.52,August 10-11
00:10:46,8.52,August 10-11
00:10:48,8.52,August 10-11
00:10:50,8.53,August 10-11
00:10:52,8.53,August 10-11
00:10:54,8.54,August 10-11
00:10:56,8.54,August 10-11
00:10:58,8.55,August 10-11
00:11:00,8.54,August 10-11
00:11:02,8.53,August 10-11
00:11:04,8.54,August 10-11
00:11:06,8.54,August 10-11
00:11:08,8.53,August 10-11
00:11:10,8.53,August 10-11
00:11:12,8.54,August 10-11
00:11:14,8.53,August 10-11
00:11:16,8.53,August 10-11
00:11:18,8.53,August 10-11
00:11:20,8.54,August 10-11
00:11:22,8.54,August 10-11
00:11:24,8.54,August 10-11
00:11:26,8.54,August 10-11
00:11:28,8.54,August 10-11
00:11:30,8.54,August 10-11
00:11:32,8.55,August 10-11
00:11:34,8.53,August 10-11
00:11:36,8.52,August 10-11
00:11:38,8.51,August 10-11
00:11:40,8.52,August 10-11
00:11:42,8.53,August 10-11
00:11:44,8.53,August 10-11
00:11:46,8.53,August 10-11
00:11:48,8.53,August 10-11
00:11:50,8.54,August 10-11
00:11:52,8.53,August 10-11
00:11:54,8.53,August 10-11
00:11:56,8.53,August 10-11
00:11:58,8.54,August 10-11
00:12:00,8.53,August 10-11
00:12:02,8.53,August 10-11
00:12:04,8.53,August 10-11
00:12:06,8.53,August 10-11
00:12:08,8.53,August 10-11
00:12:10,8.54,August 10-11
00:12:12,8.54,August 10-11
00:12:14,8.54,August 10-11
00:12:16,8.54,August 10-11
00:12:18,8.54,August 10-11
00:12:20,8.54,August 10-11
00:12:22,8.53,August 10-11
00:12:24,8.52,August 10-11
00:12:26,8.52,August 10-11
00:12:28,8.52,August 10-11
00:12:30,8.52,August 10-11
00:12:32,8.53,August 10-11
00:12:34,8.52,August 10-11
00:12:36,8.52,August 10-11
00:12:38,8.53,August 10-11
00:12:40,8.54,August 10-11
00:12:42,8.52,August 10-11
00:12:44,8.51,August 10-11
00:12:46,8.52,August 10-11
00:12:48,8.52,August 10-11
00:12:50,8.53,August 10-11
00:12:52,8.53,August 10-11
00:12:54,8.53,August 10-11
00:12:56,8.53,August 10-11
00:12:58,8.54,August 10-11
00:13:00,8.54,August 10-11
00:13:02,8.54,August 10-11
00:13:04,8.55,August 10-11
00:13:06,8.55,August 10-11
00:13:08,8.54,August 10-11
00:13:10,8.54,August 10-11
00:13:12,8.54,August 10-11
00:13:14,8.53,August 10-11
00:13:16,8.54,August 10-11
00:13:18,8.53,August 10-11
00:13:20,8.54,August 10-11
00:13:22,8.53,August 10-11
00:13:24,8.52,August 10-11
00:13:26,8.52,August 10-11
00:13:28,8.53,August 10-11
00:13:30,8.52,August 10-11
00:13:32,8.52,August 10-11
00:13:34,8.53,August 10-11
00:13:36,8.54,August 10-11
00:13:38,8.53,August 10-11
00:13:40,8.54,August 10-11
00:13:42,8.53,August 10-11
00:13:44,8.54,August 10-11
00:13:46,8.53,August 10-11
00:13:48,8.53,August 10-11
00:13:50,8.53,August 10-11
00:13:52,8.53,August 10-11
00:13:54,8.53,August 10-11
00:13:56,8.53,August 10-11
00:13:58,8.53,August 10-11
00:14:00,8.54,August 10-11
00:14:02,8.54,August 10-11
00:14:04,8.54,August 10-11
00:14:06,8.54,August 10-11
00:14:08,8.51,August 10-11
00:14:10,8.51,August 10-11
00:14:12,8.52,August 10-11
00:14:14,8.52,August 10-11
00:14:16,8.53,August 10-11
00:14:18,8.53,August 10-11
00:14:20,8.53,August 10-11
00:14:22,8.53,August 10-11
00:14:24,8.52,August 10-11
00:14:26,8.52,August 10-11
00:14:28,8.53,August 10-11
00:14:30,8.53,August 10-11
00:14:32,8.53,August 10-11
00:14:34,8.53,August 10-11
00:14:36,8.54,August 10-11
00:14:38,8.54,August 10-11
00:14:40,8.54,August 10-11
00:14:42,8.54,August 10-11
00:14:44,8.54,August 10-11
00:14:46,8.53,August 10-11
00:14:48,8.54,August 10-11
00:14:50,8.54,August 10-11
00:14:52,8.54,August 10-11
00:14:54,8.54,August 10-11
00:14:56,8.52,August 10-11
00:14:58,8.52,August 10-11
00:15:00,8.52,August 10-11
00:15:02,8.52,August 10-11
00:15:04,8.53,August 10-11
00:15:06,8.53,August 10-11
00:15:08,8.52,August 10-11
00:15:10,8.53,August 10-11
00:15:12,8.54,August 10-11
00:15:14,8.54,August 10-11
00:15:16,8.54,August 10-11
00:15:18,8.55,August 10-11
00:15:20,8.55,August 10-11
00:15:22,8.54,August 10-11
00:15:24,8.54,August 10-11
00:15:26,8.54,August 10-11
00:15:28,8.53,August 10-11
00:15:30,8.54,August 10-11
00:15:32,8.54,August 10-11
00:15:34,8.54,August 10-11
00:15:36,8.52,August 10-11
00:15:38,8.51,August 10-11
00:15:40,8.51,August 10-11
00:15:42,8.51,August 10-11
00:15:44,8.52,August 10-11
00:15:46,8.52,August 10-11
00:15:48,8.53,August 10-11
00:15:50,8.54,August 10-11
00:15:52,8.54,August 10-11
00:15:54,8.53,August 10-11
00:15:56,8.53,August 10-11
00:15:58,8.52,August 10-11
00:16:00,8.52,August 10-11
00:16:02,8.53,August 10-11
00:16:04,8.54,August 10-11
00:16:06,8.53,August 10-11
00:16:08,8.53,August 10-11
00:16:10,8.53,August 10-11
00:16:12,8.53,August 10-11
00:16:14,8.54,August 10-11
00:16:16,8.54,August 10-11
00:16:18,8.54,August 10-11
00:16:20,8.54,August 10-11
00:16:22,8.54,August 10-11
00:16:24,8.53,August 10-11
00:16:26,8.53,August 10-11
00:16:28,8.54,August 10-11
00:16:30,8.53,August 10-11
00:16:32,8.51,August 10-11
00:16:34,8.52,August 10-11
00:16:36,8.52,August 10-11
00:16:38,8.52,August 10-11
00:16:40,8.52,August 10-11
00:16:42,8.53,August 10-11
00:16:44,8.52,August 10-11
00:16:46,8.52,August 10-11
00:16:48,8.52,August 10-11
00:16:50,8.52,August 10-11
00:16:52,8.51,August 10-11
00:16:54,8.51,August 10-11
00:16:56,8.51,August 10-11
00:16:58,8.52,August 10-11
00:17:00,8.52,August 10-11
00:17:02,8.53,August 10-11
00:17:04,8.53,August 10-11
00:17:06,8.51,August 10-11
00:17:08,8.53,August 10-11
00:17:10,8.53,August 10-11
00:17:12,8.53,August 10-11
00:17:14,8.54,August 10-11
00:17:16,8.54,August 10-11
00:17:18,8.54,August 10-11
00:17:20,8.54,August 10-11
00:17:22,8.53,August 10-11
00:17:24,8.54,August 10-11
00:17:26,8.53,August 10-11
00:17:28,8.53,August 10-11
00:17:30,8.51,August 10-11
00:17:32,8.52,August 10-11
00:17:34,8.52,August 10-11
00:17:36,8.53,August 10-11
00:17:38,8.53,August 10-11
00:17:40,8.53,August 10-11
00:17:42,8.53,August 10-11
00:17:44,8.54,August 10-11
00:17:46,8.54,August 10-11
00:17:48,8.53,August 10-11
00:17:50,8.52,August 10-11
00:17:52,8.51,August 10-11
00:17:54,8.51,August 10-11
00:17:56,8.52,August 10-11
00:17:58,8.53,August 10-11
00:18:00,8.53,August 10-11
00:18:02,8.53,August 10-11
00:18:04,8.52,August 10-11
00:18:06,8.52,August 10-11
00:18:08,8.53,August 10-11
00:18:10,8.53,August 10-11
00:18:12,8.51,August 10-11
00:18:14,8.52,August 10-11
00:18:16,8.53,August 10-11
00:18:18,8.53,August 10-11
00:18:20,8.53,August 10-11
00:18:22,8.53,August 10-11
00:18:24,8.52,August 10-11
00:18:26,8.53,August 10-11
00:18:28,8.53,August 10-11
00:18:30,8.53,August 10-11
00:18:32,8.53,August 10-11
00:18:34,8.52,August 10-11
00:18:36,8.52,August 10-11
00:18:38,8.52,August 10-11
00:18:40,8.53,August 10-11
00:18:42,8.53,August 10-11
00:18:44,8.54,August 10-11
00:18:46,8.52,August 10-11
00:18:48,8.52,August 10-11
00:18:50,8.53,August 10-11
00:18:52,8.52,August 10-11
00:18:54,8.53,August 10-11
00:18:56,8.53,August 10-11
00:18:58,8.53,August 10-11
00:19:00,8.52,August 10-11
00:19:02,8.52,August 10-11
00:19:04,8.52,August 10-11
00:19:06,8.53,August 10-11
00:19:08,8.52,August 10-11
00:19:10,8.53,August 10-11
00:19:12,8.53,August 10-11
00:19:14,8.54,August 10-11
00:19:16,8.54,August 10-11
00:19:18,8.54,August 10-11
00:19:20,8.54,August 10-11
00:19:22,8.54,August 10-11
00:19:24,8.54,August 10-11
00:19:26,8.54,August 10-11
00:19:28,8.53,August 10-11
00:19:30,8.54,August 10-11
00:19:32,8.54,August 10-11
00:19:34,8.54,August 10-11
00:19:36,8.54,August 10-11
00:19:38,8.53,August 10-11
00:19:40,8.51,August 10-11
00:19:42,8.52,August 10-11
00:19:44,8.53,August 10-11
00:19:46,8.53,August 10-11
00:19:48,8.54,August 10-11
00:19:50,8.54,August 10-11
00:19:52,8.54,August 10-11
00:19:54,8.54,August 10-11
00:19:56,8.54,August 10-11
00:19:58,8.54,August 10-11
00:20:00,8.54,August 10-11
00:20:02,8.52,August 10-11
00:20:04,8.52,August 10-11
00:20:06,8.52,August 10-11
00:20:08,8.53,August 10-11
00:20:10,8.53,August 10-11
00:20:12,8.53,August 10-11
00:20:14,8.53,August 10-11
00:20:16,8.54,August 10-11
00:20:18,8.54,August 10-11
00:20:20,8.52,August 10-11
00:20:22,8.53,August 10-11
00:20:24,8.52,August 10-11
00:20:26,8.53,August 10-11
00:20:28,8.54,August 10-11
00:20:30,8.54,August 10-11
00:20:32,8.53,August 10-11
00:20:34,8.51,August 10-11
00:20:36,8.52,August 10-11
00:20:38,8.52,August 10-11
00:20:40,8.53,August 10-11
00:20:42,8.53,August 10-11
00:20:44,8.53,August 10-11
00:20:46,8.52,August 10-11
00:20:48,8.52,August 10-11
00:20:50,8.52,August 10-11
00:20:52,8.52,August 10-11
00:20:54,8.53,August 10-11
00:20:56,8.54,August 10-11
00:20:58,8.54,August 10-11
00:21:00,8.53,August 10-11
00:21:02,8.54,August 10-11
00:21:04,8.53,August 10-11
00:21:06,8.54,August 10-11
00:21:08,8.54,August 10-11
00:21:10,8.54,August 10-11
00:21:12,8.54,August 10-11
00:21:14,8.53,August 10-11
00:21:16,8.52,August 10-11
00:21:18,8.51,August 10-11
00:21:20,8.52,August 10-11
00:21:22,8.52,August 10-11
00:21:24,8.52,August 10-11
00:21:26,8.51,August 10-11
00:21:28,8.52,August 10-11
00:21:30,8.52,August 10-11
00:21:32,8.53,August 10-11
00:21:34,8.53,August 10-11
00:21:36,8.51,August 10-11
00:21:38,8.52,August 10-11
00:21:40,8.52,August 10-11
00:21:42,8.53,August 10-11
00:21:44,8.53,August 10-11
00:21:46,8.53,August 10-11
00:21:48,8.53,August 10-11
00:21:50,8.53,August 10-11
00:21:52,8.53,August 10-11
00:21:54,8.52,August 10-11
00:21:56,8.52,August 10-11
00:21:58,8.52,August 10-11
00:22:00,8.52,August 10-11
00:22:02,8.53,August 10-11
00:22:04,8.54,August 10-11
00:22:06,8.54,August 10-11
00:22:08,8.54,August 10-11
00:22:10,8.55,August 10-11
00:22:12,8.54,August 10-11
00:22:14,8.54,August 10-11
00:22:16,8.55,August 10-11
00:22:18,8.54,August 10-11
00:22:20,8.53,August 10-11
00:22:22,8.54,August 10-11
00:22:24,8.54,August 10-11
00:22:26,8.54,August 10-11
00:22:28,8.54,August 10-11
00:22:30,8.54,August 10-11
00:22:32,8.53,August 10-11
00:22:34,8.53,August 10-11
00:22:36,8.53,August 10-11
00:22:38,8.53,August 10-11
00:22:40,8.54,August 10-11
00:22:42,8.54,August 10-11
00:22:44,8.53,August 10-11
00:22:46,8.54,August 10-11
00:22:48,8.54,August 10-11
00:22:50,8.53,August 10-11
00:22:52,8.52,August 10-11
00:22:54,8.52,August 10-11
00:22:56,8.53,August 10-11
00:22:58,8.53,August 10-11
00:23:00,8.53,August 10-11
00:23:02,8.53,August 10-11
00:23:04,8.54,August 10-11
00:23:06,8.53,August 10-11
00:23:08,8.53,August 10-11
00:23:10,8.54,August 10-11
00:23:12,8.53,August 10-11
00:23:14,8.53,August 10-11
00:23:16,8.53,August 10-11
00:23:18,8.52,August 10-11
00:23:20,8.53,August 10-11
00:23:22,8.52,August 10-11
00:23:24,8.54,August 10-11
00:23:26,8.53,August 10-11
00:23:28,8.54,August 10-11
00:23:30,8.53,August 10-11
00:23:32,8.53,August 10-11
00:23:34,8.53,August 10-11
00:23:36,8.53,August 10-11
00:23:38,8.54,August 10-11
00:23:40,8.54,August 10-11
00:23:42,8.54,August 10-11
00:23:44,8.54,August 10-11
00:23:46,8.54,August 10-11
00:23:48,8.53,August 10-11
00:23:50,8.53,August 10-11
00:23:52,8.53,August 10-11
00:23:54,8.53,August 10-11
00:23:56,8.53,August 10-11
00:23:58,8.52,August 10-11
00:24:00,8.53,August 10-11
00:24:02,8.53,August 10-11
00:24:04,8.54,August 10-11
00:24:06,8.54,August 10-11
00:24:08,8.54,August 10-11
00:24:10,8.54,August 10-11
00:24:12,8.53,August 10-11
00:24:14,8.54,August 10-11
00:24:16,8.54,August 10-11
00:24:18,8.54,August 10-11
00:24:20,8.54,August 10-11
00:24:22,8.54,August 10-11
00:24:24,8.54,August 10-11
00:24:26,8.52,August 10-11
00:24:28,8.52,August 10-11
00:24:30,8.52,August 10-11
00:24:32,8.53,August 10-11
00:24:34,8.53,August 10-11
00:24:36,8.54,August 10-11
00:24:38,8.54,August 10-11
00:24:40,8.53,August 10-11
00:24:42,8.53,August 10-11
00:24:44,8.52,August 10-11
00:24:46,8.53,August 10-11
00:24:48,8.53,August 10-11
00:24:50,8.53,August 10-11
00:24:52,8.53,August 10-11
00:24:54,8.53,August 10-11
00:24:56,8.53,August 10-11
00:24:58,8.54,August 10-11
00:25:00,8.54,August 10-11
00:25:02,8.54,August 10-11
00:25:04,8.54,August 10-11
00:25:06,8.54,August 10-11
00:25:08,8.53,August 10-11
00:25:10,8.52,August 10-11
00:25:12,8.52,August 10-11
00:25:14,8.52,August 10-11
00:25:16,8.53,August 10-11
00:25:18,8.54,August 10-11
00:25:20,8.54,August 10-11
00:25:22,8.54,August 10-11
00:25:24,8.53,August 10-11
00:25:26,8.54,August 10-11
00:25:28,8.54,August 10-11
00:25:30,8.54,August 10-11
00:25:32,8.54,August 10-11
00:25:34,8.55,August 10-11
00:25:36,8.55,August 10-11
00:25:38,8.54,August 10-11
00:25:40,8.52,August 10-11
00:25:42,8.52,August 10-11
00:25:44,8.52,August 10-11
00:25:46,8.53,August 10-11
00:25:48,8.53,August 10-11
00:25:50,8.53,August 10-11
00:25:52,8.54,August 10-11
00:25:54,8.54,August 10-11
00:25:56,8.53,August 10-11
00:25:58,8.53,August 10-11
00:26:00,8.52,August 10-11
00:26:02,8.53,August 10-11
00:26:04,8.52,August 10-11
00:26:06,8.53,August 10-11
00:26:08,8.53,August 10-11
00:26:10,8.54,August 10-11
00:26:12,8.53,August 10-11
00:26:14,8.52,August 10-11
00:26:16,8.51,August 10-11
00:26:18,8.52,August 10-11
00:26:20,8.52,August 10-11
00:26:22,8.53,August 10-11
00:26:24,8.52,August 10-11
00:26:26,8.52,August 10-11
00:26:28,8.52,August 10-11
00:26:30,8.53,August 10-11
00:26:32,8.54,August 10-11
00:26:34,8.54,August 10-11
00:26:36,8.54,August 10-11
00:26:38,8.53,August 10-11
00:26:40,8.53,August 10-11
00:26:42,8.54,August 10-11
00:26:44,8.54,August 10-11
00:26:46,8.55,August 10-11
00:26:48,8.54,August 10-11
00:26:50,8.54,August 10-11
00:26:52,8.54,August 10-11
00:26:54,8.54,August 10-11
00:26:56,8.54,August 10-11
00:26:58,8.53,August 10-11
00:27:00,8.53,August 10-11
00:27:02,8.53,August 10-11
00:27:04,8.53,August 10-11
00:27:06,8.53,August 10-11
00:27:08,8.54,August 10-11
00:27:10,8.54,August 10-11
00:27:12,8.53,August 10-11
00:27:14,8.53,August 10-11
00:27:16,8.53,August 10-11
00:27:18,8.52,August 10-11
00:27:20,8.53,August 10-11
00:27:22,8.53,August 10-11
00:27:24,8.53,August 10-11
00:27:26,8.54,August 10-11
00:27:28,8.54,August 10-11
00:27:30,8.52,August 10-11
00:27:32,8.53,August 10-11
00:27:34,8.53,August 10-11
00:27:36,8.53,August 10-11
00:27:38,8.53,August 10-11
00:27:40,8.53,August 10-11
00:27:42,8.53,August 10-11
00:27:44,8.53,August 10-11
00:27:46,8.53,August 10-11
00:27:48,8.53,August 10-11
00:27:50,8.53,August 10-11
00:27:52,8.52,August 10-11
00:27:54,8.52,August 10-11
00:27:56,8.53,August 10-11
00:27:58,8.53,August 10-11
00:28:00,8.54,August 10-11
00:28:02,8.53,August 10-11
00:28:04,8.54,August 10-11
00:28:06,8.54,August 10-11
00:28:08,8.54,August 10-11
00:28:10,8.54,August 10-11
00:28:12,8.54,August 10-11
00:28:14,8.54,August 10-11
00:28:16,8.53,August 10-11
00:28:18,8.52,August 10-11
00:28:20,8.53,August 10-11
00:28:22,8.54,August 10-11
00:28:24,8.54,August 10-11
00:28:26,8.52,August 10-11
00:28:28,8.52,August 10-11
00:28:30,8.53,August 10-11
00:28:32,8.53,August 10-11
00:28:34,8.53,August 10-11
00:28:36,8.53,August 10-11
00:28:38,8.54,August 10-11
00:28:40,8.54,August 10-11
00:28:42,8.53,August 10-11
00:28:44,8.53,August 10-11
00:28:46,8.53,August 10-11
00:28:48,8.54,August 10-11
00:28:50,8.54,August 10-11
00:28:52,8.54,August 10-11
00:28:54,8.54,August 10-11
00:28:56,8.53,August 10-11
00:28:58,8.54,August 10-11
00:29:00,8.54,August 10-11
00:29:02,8.54,August 10-11
00:29:04,8.53,August 10-11
