Time,pH,Experiment
09:37:12,8.72,July 27
09:37:14,8.69,July 27
09:37:16,8.69,July 27
09:37:18,8.69,July 27
09:37:20,8.7,July 27
09:37:22,8.71,July 27
09:37:24,8.7,July 27
09:37:26,8.71,July 27
09:37:28,8.69,July 27
09:37:30,8.69,July 27
09:37:32,8.69,July 27
09:37:34,8.69,July 27
09:37:36,8.68,July 27
09:37:38,8.69,July 27
09:37:40,8.7,July 27
09:37:42,8.7,July 27
09:37:44,8.68,July 27
09:37:46,8.69,July 27
09:37:48,8.7,July 27
09:37:50,8.69,July 27
09:37:52,8.69,July 27
09:37:54,8.69,July 27
09:37:56,8.68,July 27
09:37:58,8.69,July 27
09:38:00,8.69,July 27
09:38:02,8.69,July 27
09:38:04,8.69,July 27
09:38:06,8.69,July 27
09:38:08,8.69,July 27
09:38:10,8.67,July 27
09:38:12,8.69,July 27
09:38:14,8.7,July 27
09:38:16,8.67,July 27
09:38:18,8.69,July 27
09:38:20,8.69,July 27
09:38:22,8.69,July 27
09:38:24,8.7,July 27
09:38:26,8.69,July 27
09:38:28,8.68,July 27
09:38:30,8.68,July 27
09:38:32,8.7,July 27
09:38:34,8.68,July 27
09:38:36,8.68,July 27
09:38:38,8.69,July 27
09:38:40,8.68,July 27
09:38:42,8.69,July 27
09:38:44,8.69,July 27
09:38:46,8.68,July 27
09:38:48,8.69,July 27
09:38:50,8.69,July 27
09:38:52,8.69,July 27
09:38:54,8.7,July 27
09:38:56,8.69,July 27
09:38:58,8.69,July 27
09:39:00,8.69,July 27
09:39:02,8.68,July 27
09:39:04,8.69,July 27
09:39:06,8.68,July 27
09:39:08,8.68,July 27
09:39:10,8.69,July 27
09:39:12,8.69,July 27
09:39:14,8.68,July 27
09:39:16,8.7,July 27
09:39:18,8.7,July 27
09:39:20,8.68,July 27
09:39:22,8.69,July 27
09:39:24,8.68,July 27
09:39:26,8.67,July 27
09:39:28,8.69,July 27
09:39:30,8.69,July 27
09:39:32,8.68,July 27
09:39:34,8.68,July 27
09:39:36,8.68,July 27
09:39:38,8.69,July 27
09:39:40,8.68,July 27
09:39:42,8.69,July 27
09:39:44,8.68,July 27
09:39:46,8.69,July 27
09:39:48,8.68,July 27
09:39:50,8.68,July 27
09:39:52,8.7,July 27
09:39:54,8.7,July 27
09:39:56,8.69,July 27
09:39:58,8.67,July 27
09:40:00,8.73,July 27
09:40:02,8.72,July 27
09:40:04,8.71,July 27
09:40:06,8.7,July 27
09:40:08,8.69,July 27
09:40:10,8.69,July 27
09:40:12,8.7,July 27
09:40:14,8.68,July 27
09:40:16,8.7,July 27
09:40:18,8.7,July 27
09:40:20,8.69,July 27
09:40:22,8.69,July 27
09:40:24,8.69,July 27
09:40:26,8.69,July 27
09:40:28,8.69,July 27
09:40:30,8.7,July 27
09:40:32,8.69,July 27
09:40:34,8.69,July 27
09:40:36,8.69,July 27
09:40:38,8.69,July 27
09:40:40,8.69,July 27
09:40:42,8.7,July 27
09:40:44,8.7,July 27
09:40:46,8.69,July 27
09:40:48,8.7,July 27
09:40:50,8.7,July 27
09:40:52,8.69,July 27
09:40:54,8.7,July 27
09:40:56,8.72,July 27
09:40:58,8.71,July 27
09:41:00,8.7,July 27
09:41:02,8.69,July 27
09:41:04,8.69,July 27
09:41:06,8.7,July 27
09:41:08,8.69,July 27
09:41:10,8.69,July 27
09:41:12,8.68,July 27
09:41:14,8.69,July 27
09:41:16,8.69,July 27
09:41:18,8.68,July 27
09:41:20,8.68,July 27
09:41:22,8.68,July 27
09:41:24,8.67,July 27
09:41:26,8.68,July 27
09:41:28,8.68,July 27
09:41:30,8.68,July 27
09:41:32,8.68,July 27
09:41:34,8.69,July 27
09:41:36,8.68,July 27
09:41:38,8.68,July 27
09:41:40,8.69,July 27
09:41:42,8.69,July 27
09:41:44,8.7,July 27
09:41:46,8.7,July 27
09:41:48,8.68,July 27
09:41:50,8.69,July 27
09:41:52,8.69,July 27
09:41:54,8.69,July 27
09:41:56,8.7,July 27
09:41:58,8.7,July 27
09:42:00,8.69,July 27
09:42:02,8.69,July 27
09:42:04,8.69,July 27
09:42:06,8.69,July 27
09:42:08,8.7,July 27
09:42:10,8.69,July 27
09:42:12,8.69,July 27
09:42:14,8.69,July 27
09:42:16,8.69,July 27
09:42:18,8.68,July 27
09:42:20,8.69,July 27
09:42:22,8.69,July 27
09:42:24,8.7,July 27
09:42:26,8.7,July 27
09:42:28,8.69,July 27
09:42:30,8.7,July 27
09:42:32,8.7,July 27
09:42:34,8.71,July 27
09:42:36,8.7,July 27
09:42:38,8.7,July 27
09:42:40,8.69,July 27
09:42:42,8.7,July 27
09:42:44,8.7,July 27
09:42:46,8.7,July 27
09:42:48,8.69,July 27
09:42:50,8.7,July 27
09:42:52,8.69,July 27
09:42:54,8.7,July 27
09:42:56,8.69,July 27
09:42:58,8.7,July 27
09:43:00,8.7,July 27
09:43:02,8.7,July 27
09:43:04,8.69,July 27
09:43:06,8.7,July 27
09:43:08,8.7,July 27
09:43:10,8.7,July 27
09:43:12,8.7,July 27
09:43:14,8.7,July 27
09:43:16,8.7,July 27
09:43:18,8.7,July 27
09:43:20,8.7,July 27
09:43:22,8.7,July 27
09:43:24,8.7,July 27
09:43:26,8.7,July 27
09:43:28,8.7,July 27
09:43:30,8.7,July 27
09:43:32,8.71,July 27
09:43:34,8.7,July 27
09:43:36,8.71,July 27
09:43:38,8.7,July 27
09:43:40,8.7,July 27
09:43:42,8.7,July 27
09:43:44,8.7,July 27
09:43:46,8.71,July 27
09:43:48,8.7,July 27
09:43:50,8.71,July 27
09:43:52,8.71,July 27
09:43:54,8.7,July 27
09:43:56,8.71,July 27
09:43:58,8.7,July 27
09:44:00,8.7,July 27
09:44:02,8.7,July 27
09:44:04,8.69,July 27
09:44:06,8.7,July 27
09:44:08,8.7,July 27
09:44:10,8.7,July 27
09:44:12,8.7,July 27
09:44:14,8.7,July 27
09:44:16,8.71,July 27
09:44:18,8.7,July 27
09:44:20,8.7,July 27
09:44:22,8.7,July 27
09:44:24,8.7,July 27
09:44:26,8.7,July 27
09:44:28,8.7,July 27
09:44:30,8.71,July 27
09:44:32,8.7,July 27
09:44:34,8.7,July 27
09:44:36,8.7,July 27
09:44:38,8.7,July 27
09:44:40,8.7,July 27
09:44:42,8.7,July 27
09:44:44,8.71,July 27
09:44:46,8.7,July 27
09:44:48,8.7,July 27
09:44:50,8.7,July 27
09:44:52,8.71,July 27
09:44:54,8.71,July 27
09:44:56,8.7,July 27
09:44:58,8.71,July 27
09:45:00,8.7,July 27
09:45:02,8.71,July 27
09:45:04,8.71,July 27
09:45:06,8.7,July 27
09:45:08,8.7,July 27
09:45:10,8.71,July 27
09:45:12,8.7,July 27
09:45:14,8.7,July 27
09:45:16,8.71,July 27
09:45:18,8.7,July 27
09:45:20,8.71,July 27
09:45:22,8.7,July 27
09:45:24,8.71,July 27
09:45:26,8.71,July 27
09:45:28,8.71,July 27
09:45:30,8.71,July 27
09:45:32,8.71,July 27
09:45:34,8.71,July 27
09:45:36,8.71,July 27
09:45:38,8.7,July 27
09:45:40,8.7,July 27
09:45:42,8.71,July 27
09:45:44,8.7,July 27
09:45:46,8.7,July 27
09:45:48,8.71,July 27
09:45:50,8.71,July 27
09:45:52,8.71,July 27
09:45:54,8.71,July 27
09:45:56,8.71,July 27
09:45:58,8.71,July 27
09:46:00,8.72,July 27
09:46:02,8.7,July 27
09:46:04,8.71,July 27
09:46:06,8.7,July 27
09:46:08,8.71,July 27
09:46:10,8.71,July 27
09:46:12,8.71,July 27
09:46:14,8.71,July 27
09:46:16,8.71,July 27
09:46:18,8.71,July 27
09:46:20,8.71,July 27
09:46:22,8.71,July 27
09:46:24,8.71,July 27
09:46:26,8.72,July 27
09:46:28,8.71,July 27
09:46:30,8.71,July 27
09:46:32,8.71,July 27
09:46:34,8.71,July 27
09:46:36,8.72,July 27
09:46:38,8.71,July 27
09:46:40,8.71,July 27
09:46:42,8.71,July 27
09:46:44,8.71,July 27
09:46:46,8.71,July 27
09:46:48,8.71,July 27
09:46:50,8.71,July 27
09:46:52,8.71,July 27
09:46:54,8.71,July 27
09:46:56,8.71,July 27
09:46:58,8.71,July 27
09:47:00,8.71,July 27
09:47:02,8.71,July 27
09:47:04,8.71,July 27
09:47:06,8.71,July 27
09:47:08,8.71,July 27
09:47:10,8.7,July 27
09:47:12,8.71,July 27
09:47:14,8.71,July 27
09:47:16,8.71,July 27
09:47:18,8.71,July 27
09:47:20,8.71,July 27
09:47:22,8.71,July 27
09:47:24,8.71,July 27
09:47:26,8.71,July 27
09:47:28,8.71,July 27
09:47:30,8.71,July 27
09:47:32,8.71,July 27
09:47:34,8.71,July 27
09:47:36,8.71,July 27
09:47:38,8.7,July 27
09:47:40,8.71,July 27
09:47:42,8.7,July 27
09:47:44,8.72,July 27
09:47:46,8.75,July 27
09:47:48,8.76,July 27
09:47:50,8.72,July 27
09:47:52,8.71,July 27
09:47:54,8.7,July 27
09:47:56,8.7,July 27
09:47:58,8.7,July 27
09:48:00,8.7,July 27
09:48:02,8.71,July 27
09:48:04,8.7,July 27
09:48:06,8.7,July 27
09:48:08,8.7,July 27
09:48:10,8.71,July 27
09:48:12,8.71,July 27
09:48:14,8.7,July 27
09:48:16,8.7,July 27
09:48:18,8.7,July 27
09:48:20,8.7,July 27
09:48:22,8.7,July 27
09:48:24,8.7,July 27
09:48:26,8.7,July 27
09:48:28,8.71,July 27
09:48:30,8.71,July 27
09:48:32,8.7,July 27
09:48:34,8.71,July 27
09:48:36,8.7,July 27
09:48:38,8.71,July 27
09:48:40,8.71,July 27
09:48:42,8.71,July 27
09:48:44,8.71,July 27
09:48:46,8.71,July 27
09:48:48,8.71,July 27
09:48:50,8.71,July 27
09:48:52,8.72,July 27
09:48:54,8.73,July 27
09:48:56,8.77,July 27
09:48:58,8.79,July 27
09:49:00,8.8,July 27
09:49:02,8.81,July 27
09:49:04,8.82,July 27
09:49:06,8.83,July 27
09:49:08,8.83,July 27
09:49:10,8.84,July 27
09:49:12,8.84,July 27
09:49:14,8.84,July 27
09:49:16,8.85,July 27
09:49:18,8.85,July 27
09:49:20,8.85,July 27
09:49:22,8.86,July 27
09:49:24,8.86,July 27
09:49:26,8.86,July 27
09:49:28,8.86,July 27
09:49:30,8.86,July 27
09:49:32,8.87,July 27
09:49:34,8.87,July 27
09:49:36,8.87,July 27
09:49:38,8.87,July 27
09:49:40,8.87,July 27
09:49:42,8.87,July 27
09:49:44,8.87,July 27
09:49:46,8.87,July 27
09:49:48,8.87,July 27
09:49:50,8.87,July 27
09:49:52,8.87,July 27
09:49:54,8.87,July 27
09:49:56,8.87,July 27
09:49:58,8.87,July 27
09:50:00,8.87,July 27
09:50:02,8.87,July 27
09:50:04,8.87,July 27
09:50:06,8.87,July 27
09:50:08,8.87,July 27
09:50:10,8.87,July 27
09:50:12,8.87,July 27
09:50:14,8.87,July 27
09:50:16,8.87,July 27
09:50:18,8.87,July 27
09:50:20,8.87,July 27
09:50:22,8.87,July 27
09:50:24,8.87,July 27
09:50:26,8.87,July 27
09:50:28,8.87,July 27
09:50:30,8.87,July 27
09:50:32,8.87,July 27
09:50:34,8.87,July 27
09:50:36,8.87,July 27
09:50:38,8.87,July 27
09:50:40,8.87,July 27
09:50:42,8.87,July 27
09:50:44,8.87,July 27
09:50:46,8.86,July 27
09:50:48,8.86,July 27
09:50:50,8.85,July 27
09:50:52,8.76,July 27
09:50:54,8.71,July 27
09:50:56,8.7,July 27
09:50:58,8.7,July 27
09:51:00,8.69,July 27
09:51:02,8.69,July 27
09:51:04,8.7,July 27
09:51:06,8.7,July 27
09:51:08,8.7,July 27
09:51:10,8.7,July 27
09:51:12,8.7,July 27
09:51:14,8.7,July 27
09:51:16,8.71,July 27
09:51:18,8.7,July 27
09:51:20,8.71,July 27
09:51:22,8.7,July 27
09:51:24,8.71,July 27
09:51:26,8.7,July 27
09:51:28,8.71,July 27
09:51:30,8.71,July 27
09:51:32,8.7,July 27
09:51:34,8.71,July 27
09:51:36,8.71,July 27
09:51:38,8.71,July 27
09:51:40,8.71,July 27
09:51:42,8.71,July 27
09:51:44,8.71,July 27
09:51:46,8.71,July 27
09:51:48,8.71,July 27
09:51:50,8.71,July 27
09:51:52,8.71,July 27
09:51:54,8.71,July 27
09:51:56,8.71,July 27
09:51:58,8.71,July 27
09:52:00,8.71,July 27
09:52:02,8.71,July 27
09:52:04,8.72,July 27
09:52:06,8.71,July 27
09:52:08,8.71,July 27
09:52:10,8.71,July 27
09:52:12,8.72,July 27
09:52:14,8.71,July 27
09:52:16,8.71,July 27
09:52:18,8.71,July 27
09:52:20,8.71,July 27
09:52:22,8.72,July 27
09:52:24,8.71,July 27
09:52:26,8.71,July 27
09:52:28,8.71,July 27
09:52:30,8.72,July 27
09:52:32,8.72,July 27
09:52:34,8.72,July 27
09:52:36,8.72,July 27
09:52:38,8.72,July 27
09:52:40,8.71,July 27
09:52:42,8.71,July 27
09:52:44,8.72,July 27
09:52:46,8.71,July 27
09:52:48,8.72,July 27
09:52:50,8.72,July 27
09:52:52,8.71,July 27
09:52:54,8.72,July 27
09:52:56,8.72,July 27
09:52:58,8.72,July 27
09:53:00,8.72,July 27
09:53:02,8.72,July 27
09:53:04,8.72,July 27
09:53:06,8.72,July 27
09:53:08,8.72,July 27
09:53:10,8.72,July 27
09:53:12,8.72,July 27
09:53:14,8.72,July 27
09:53:16,8.72,July 27
09:53:18,8.72,July 27
09:53:20,8.72,July 27
09:53:22,8.72,July 27
09:53:24,8.73,July 27
09:53:26,8.72,July 27
09:53:28,8.72,July 27
09:53:30,8.72,July 27
09:53:32,8.72,July 27
09:53:34,8.73,July 27
09:53:36,8.72,July 27
09:53:38,8.72,July 27
09:53:40,8.72,July 27
09:53:42,8.72,July 27
09:53:44,8.72,July 27
09:53:46,8.72,July 27
09:53:48,8.72,July 27
09:53:50,8.72,July 27
09:53:52,8.72,July 27
09:53:54,8.72,July 27
09:53:56,8.72,July 27
09:53:58,8.72,July 27
09:54:00,8.72,July 27
09:54:02,8.72,July 27
09:54:04,8.72,July 27
09:54:06,8.72,July 27
09:54:08,8.72,July 27
09:54:10,8.72,July 27
09:54:12,8.73,July 27
09:54:14,8.72,July 27
09:54:16,8.73,July 27
09:54:18,8.72,July 27
09:54:20,8.72,July 27
09:54:22,8.72,July 27
09:54:24,8.72,July 27
09:54:26,8.72,July 27
09:54:28,8.72,July 27
09:54:30,8.72,July 27
09:54:32,8.73,July 27
09:54:34,8.72,July 27
09:54:36,8.72,July 27
09:54:38,8.73,July 27
09:54:40,8.72,July 27
09:54:42,8.72,July 27
09:54:44,8.73,July 27
09:54:46,8.73,July 27
09:54:48,8.72,July 27
09:54:50,8.72,July 27
09:54:52,8.73,July 27
09:54:54,8.73,July 27
09:54:56,8.73,July 27
09:54:58,8.73,July 27
09:55:00,8.73,July 27
09:55:02,8.73,July 27
09:55:04,8.72,July 27
09:55:06,8.72,July 27
09:55:08,8.72,July 27
09:55:10,8.73,July 27
09:55:12,8.72,July 27
09:55:14,8.73,July 27
09:55:16,8.73,July 27
09:55:18,8.72,July 27
09:55:20,8.72,July 27
09:55:22,8.73,July 27
09:55:24,8.72,July 27
09:55:26,8.72,July 27
09:55:28,8.73,July 27
09:55:30,8.72,July 27
09:55:32,8.73,July 27
09:55:34,8.73,July 27
09:55:36,8.72,July 27
09:55:38,8.73,July 27
09:55:40,8.72,July 27
09:55:42,8.72,July 27
09:55:44,8.72,July 27
09:55:46,8.73,July 27
09:55:48,8.73,July 27
09:55:50,8.73,July 27
09:55:52,8.73,July 27
09:55:54,8.73,July 27
09:55:56,8.73,July 27
09:55:58,8.73,July 27
09:56:00,8.72,July 27
09:56:02,8.72,July 27
09:56:04,8.73,July 27
09:56:06,8.73,July 27
09:56:08,8.73,July 27
09:56:10,8.73,July 27
09:56:12,8.73,July 27
09:56:14,8.73,July 27
09:56:16,8.73,July 27
09:56:18,8.73,July 27
09:56:20,8.73,July 27
09:56:22,8.73,July 27
09:56:24,8.73,July 27
09:56:26,8.73,July 27
09:56:28,8.73,July 27
09:56:30,8.72,July 27
09:56:32,8.73,July 27
09:56:34,8.72,July 27
09:56:36,8.73,July 27
09:56:38,8.73,July 27
09:56:40,8.73,July 27
09:56:42,8.72,July 27
09:56:44,8.72,July 27
09:56:46,8.73,July 27
09:56:48,8.73,July 27
09:56:50,8.73,July 27
09:56:52,8.73,July 27
09:56:54,8.73,July 27
09:56:56,8.72,July 27
09:56:58,8.73,July 27
09:57:00,8.73,July 27
09:57:02,8.73,July 27
09:57:04,8.73,July 27
09:57:06,8.73,July 27
09:57:08,8.73,July 27
09:57:10,8.73,July 27
09:57:12,8.73,July 27
09:57:14,8.73,July 27
09:57:16,8.73,July 27
09:57:18,8.73,July 27
09:57:20,8.73,July 27
09:57:22,8.73,July 27
09:57:24,8.73,July 27
09:57:26,8.73,July 27
09:57:28,8.73,July 27
09:57:30,8.73,July 27
09:57:32,8.73,July 27
09:57:34,8.73,July 27
09:57:36,8.73,July 27
09:57:38,8.73,July 27
09:57:40,8.73,July 27
09:57:42,8.73,July 27
09:57:44,8.73,July 27
09:57:46,8.73,July 27
09:57:48,8.73,July 27
09:57:50,8.73,July 27
09:57:52,8.73,July 27
09:57:54,8.73,July 27
09:57:56,8.73,July 27
09:57:58,8.73,July 27
09:58:00,8.73,July 27
09:58:02,8.73,July 27
09:58:04,8.73,July 27
09:58:06,8.73,July 27
09:58:08,8.73,July 27
09:58:10,8.73,July 27
09:58:12,8.73,July 27
09:58:14,8.73,July 27
09:58:16,8.73,July 27
09:58:18,8.73,July 27
09:58:20,8.73,July 27
09:58:22,8.73,July 27
09:58:24,8.73,July 27
09:58:26,8.73,July 27
09:58:28,8.73,July 27
09:58:30,8.73,July 27
09:58:32,8.73,July 27
09:58:34,8.73,July 27
09:58:36,8.73,July 27
09:58:38,8.73,July 27
09:58:40,8.73,July 27
09:58:42,8.73,July 27
09:58:44,8.73,July 27
09:58:46,8.73,July 27
09:58:48,8.73,July 27
09:58:50,8.73,July 27
09:58:52,8.73,July 27
09:58:54,8.73,July 27
09:58:56,8.73,July 27
09:58:58,8.73,July 27
09:59:00,8.73,July 27
09:59:02,8.73,July 27
09:59:04,8.73,July 27
09:59:06,8.73,July 27
09:59:08,8.73,July 27
09:59:10,8.73,July 27
09:59:12,8.73,July 27
09:59:14,8.73,July 27
09:59:16,8.73,July 27
09:59:18,8.73,July 27
09:59:20,8.73,July 27
09:59:22,8.74,July 27
09:59:24,8.73,July 27
09:59:26,8.73,July 27
09:59:28,8.73,July 27
09:59:30,8.73,July 27
09:59:32,8.73,July 27
09:59:34,8.73,July 27
09:59:36,8.74,July 27
09:59:38,8.73,July 27
09:59:40,8.73,July 27
09:59:42,8.73,July 27
09:59:44,8.73,July 27
09:59:46,8.74,July 27
09:59:48,8.73,July 27
09:59:50,8.73,July 27
09:59:52,8.73,July 27
09:59:54,8.73,July 27
09:59:56,8.73,July 27
09:59:58,8.73,July 27
10:00:00,8.73,July 27
10:00:02,8.73,July 27
10:00:04,8.73,July 27
10:00:06,8.73,July 27
10:00:08,8.73,July 27
10:00:10,8.72,July 27
10:00:12,8.73,July 27
10:00:14,8.73,July 27
10:00:16,8.73,July 27
10:00:18,8.73,July 27
10:00:20,8.73,July 27
10:00:22,8.73,July 27
10:00:24,8.73,July 27
10:00:26,8.73,July 27
10:00:28,8.73,July 27
10:00:30,8.73,July 27
10:00:32,8.73,July 27
10:00:34,8.73,July 27
10:00:36,8.73,July 27
10:00:38,8.73,July 27
10:00:40,8.73,July 27
10:00:42,8.73,July 27
10:00:44,8.73,July 27
10:00:46,8.73,July 27
10:00:48,8.73,July 27
10:00:50,8.73,July 27
10:00:52,8.73,July 27
10:00:54,8.73,July 27
10:00:56,8.73,July 27
10:00:58,8.73,July 27
10:01:00,8.73,July 27
10:01:02,8.73,July 27
10:01:04,8.73,July 27
10:01:06,8.73,July 27
10:01:08,8.73,July 27
10:01:10,8.73,July 27
10:01:12,8.73,July 27
10:01:14,8.73,July 27
