Time,pH,Experiment
00:10:45,8.68,August 3-4
00:10:47,8.68,August 3-4
00:10:49,8.68,August 3-4
00:10:51,8.68,August 3-4
00:10:53,8.68,August 3-4
00:10:55,8.69,August 3-4
00:10:57,8.69,August 3-4
00:10:59,8.69,August 3-4
00:11:01,8.68,August 3-4
00:11:03,8.68,August 3-4
00:11:05,8.68,August 3-4
00:11:07,8.68,August 3-4
00:11:09,8.67,August 3-4
00:11:11,8.67,August 3-4
00:11:13,8.68,August 3-4
00:11:15,8.68,August 3-4
00:11:17,8.68,August 3-4
00:11:19,8.68,August 3-4
00:11:21,8.68,August 3-4
00:11:23,8.68,August 3-4
00:11:25,8.68,August 3-4
00:11:27,8.68,August 3-4
00:11:29,8.68,August 3-4
00:11:31,8.67,August 3-4
00:11:33,8.68,August 3-4
00:11:35,8.68,August 3-4
00:11:37,8.67,August 3-4
00:11:39,8.68,August 3-4
00:11:41,8.68,August 3-4
00:11:43,8.68,August 3-4
00:11:45,8.68,August 3-4
00:11:47,8.68,August 3-4
00:11:49,8.67,August 3-4
00:11:51,8.68,August 3-4
00:11:53,8.68,August 3-4
00:11:55,8.68,August 3-4
00:11:57,8.68,August 3-4
00:11:59,8.68,August 3-4
00:12:01,8.69,August 3-4
00:12:03,8.68,August 3-4
00:12:05,8.68,August 3-4
00:12:07,8.68,August 3-4
00:12:09,8.68,August 3-4
00:12:11,8.68,August 3-4
00:12:13,8.68,August 3-4
00:12:15,8.68,August 3-4
00:12:17,8.68,August 3-4
00:12:19,8.68,August 3-4
00:12:21,8.68,August 3-4
00:12:23,8.68,August 3-4
00:12:25,8.68,August 3-4
00:12:27,8.68,August 3-4
00:12:29,8.68,August 3-4
00:12:31,8.68,August 3-4
00:12:33,8.68,August 3-4
00:12:35,8.68,August 3-4
00:12:37,8.68,August 3-4
00:12:39,8.68,August 3-4
00:12:41,8.68,August 3-4
00:12:43,8.68,August 3-4
00:12:45,8.68,August 3-4
00:12:47,8.68,August 3-4
00:12:49,8.68,August 3-4
00:12:51,8.68,August 3-4
00:12:53,8.68,August 3-4
00:12:55,8.68,August 3-4
00:12:57,8.68,August 3-4
00:12:59,8.68,August 3-4
00:13:01,8.67,August 3-4
00:13:03,8.68,August 3-4
00:13:05,8.68,August 3-4
00:13:07,8.68,August 3-4
00:13:09,8.68,August 3-4
00:13:11,8.68,August 3-4
00:13:13,8.68,August 3-4
00:13:15,8.68,August 3-4
00:13:17,8.68,August 3-4
00:13:19,8.68,August 3-4
00:13:21,8.68,August 3-4
00:13:23,8.68,August 3-4
00:13:25,8.68,August 3-4
00:13:27,8.68,August 3-4
00:13:29,8.68,August 3-4
00:13:31,8.68,August 3-4
00:13:33,8.68,August 3-4
00:13:35,8.68,August 3-4
00:13:37,8.68,August 3-4
00:13:39,8.68,August 3-4
00:13:41,8.68,August 3-4
00:13:43,8.68,August 3-4
00:13:45,8.68,August 3-4
00:13:47,8.68,August 3-4
00:13:49,8.68,August 3-4
00:13:51,8.68,August 3-4
00:13:53,8.68,August 3-4
00:13:55,8.68,August 3-4
00:13:57,8.68,August 3-4
00:13:59,8.68,August 3-4
00:14:01,8.68,August 3-4
00:14:03,8.68,August 3-4
00:14:05,8.68,August 3-4
00:14:07,8.68,August 3-4
00:14:09,8.68,August 3-4
00:14:11,8.67,August 3-4
00:14:13,8.68,August 3-4
00:14:15,8.68,August 3-4
00:14:17,8.68,August 3-4
00:14:19,8.68,August 3-4
00:14:21,8.68,August 3-4
00:14:23,8.68,August 3-4
00:14:25,8.68,August 3-4
00:14:27,8.68,August 3-4
00:14:29,8.68,August 3-4
00:14:31,8.68,August 3-4
00:14:33,8.68,August 3-4
00:14:35,8.68,August 3-4
00:14:37,8.68,August 3-4
00:14:39,8.68,August 3-4
00:14:41,8.68,August 3-4
00:14:43,8.68,August 3-4
00:14:45,8.68,August 3-4
00:14:47,8.68,August 3-4
00:14:49,8.68,August 3-4
00:14:51,8.68,August 3-4
00:14:53,8.68,August 3-4
00:14:55,8.68,August 3-4
00:14:57,8.68,August 3-4
00:14:59,8.68,August 3-4
00:15:01,8.68,August 3-4
00:15:03,8.68,August 3-4
00:15:05,8.68,August 3-4
00:15:07,8.68,August 3-4
00:15:09,8.68,August 3-4
00:15:11,8.68,August 3-4
00:15:13,8.68,August 3-4
00:15:15,8.68,August 3-4
00:15:17,8.68,August 3-4
00:15:19,8.68,August 3-4
00:15:21,8.68,August 3-4
00:15:23,8.68,August 3-4
00:15:25,8.68,August 3-4
00:15:27,8.68,August 3-4
00:15:29,8.68,August 3-4
00:15:31,8.68,August 3-4
00:15:33,8.68,August 3-4
00:15:35,8.68,August 3-4
00:15:37,8.68,August 3-4
00:15:39,8.68,August 3-4
00:15:41,8.68,August 3-4
00:15:43,8.67,August 3-4
00:15:45,8.68,August 3-4
00:15:47,8.68,August 3-4
00:15:49,8.68,August 3-4
00:15:51,8.68,August 3-4
00:15:53,8.68,August 3-4
00:15:55,8.68,August 3-4
00:15:57,8.68,August 3-4
00:15:59,8.68,August 3-4
00:16:01,8.68,August 3-4
00:16:03,8.68,August 3-4
00:16:05,8.68,August 3-4
00:16:07,8.68,August 3-4
00:16:09,8.67,August 3-4
00:16:11,8.68,August 3-4
00:16:13,8.68,August 3-4
00:16:15,8.68,August 3-4
00:16:17,8.68,August 3-4
00:16:19,8.68,August 3-4
00:16:21,8.68,August 3-4
00:16:23,8.68,August 3-4
00:16:25,8.68,August 3-4
00:16:27,8.68,August 3-4
00:16:29,8.68,August 3-4
00:16:31,8.68,August 3-4
00:16:33,8.68,August 3-4
00:16:35,8.68,August 3-4
00:16:37,8.68,August 3-4
00:16:39,8.68,August 3-4
00:16:41,8.68,August 3-4
00:16:43,8.68,August 3-4
00:16:45,8.68,August 3-4
00:16:47,8.68,August 3-4
00:16:49,8.68,August 3-4
00:16:51,8.68,August 3-4
00:16:53,8.68,August 3-4
00:16:55,8.68,August 3-4
00:16:57,8.68,August 3-4
00:16:59,8.68,August 3-4
00:17:01,8.68,August 3-4
00:17:03,8.68,August 3-4
00:17:05,8.68,August 3-4
00:17:07,8.68,August 3-4
00:17:09,8.68,August 3-4
00:17:11,8.68,August 3-4
00:17:13,8.68,August 3-4
00:17:15,8.68,August 3-4
00:17:17,8.68,August 3-4
00:17:19,8.68,August 3-4
00:17:21,8.68,August 3-4
00:17:23,8.68,August 3-4
00:17:25,8.68,August 3-4
00:17:27,8.68,August 3-4
00:17:29,8.68,August 3-4
00:17:31,8.68,August 3-4
00:17:33,8.68,August 3-4
00:17:35,8.68,August 3-4
00:17:37,8.68,August 3-4
00:17:39,8.68,August 3-4
00:17:41,8.68,August 3-4
00:17:43,8.68,August 3-4
00:17:45,8.68,August 3-4
00:17:47,8.68,August 3-4
00:17:49,8.68,August 3-4
00:17:51,8.68,August 3-4
00:17:53,8.68,August 3-4
00:17:55,8.68,August 3-4
00:17:57,8.68,August 3-4
00:17:59,8.68,August 3-4
00:18:01,8.68,August 3-4
00:18:03,8.68,August 3-4
00:18:05,8.68,August 3-4
00:18:07,8.68,August 3-4
00:18:09,8.69,August 3-4
00:18:11,8.69,August 3-4
00:18:13,8.68,August 3-4
00:18:15,8.68,August 3-4
00:18:17,8.68,August 3-4
00:18:19,8.68,August 3-4
00:18:21,8.68,August 3-4
00:18:23,8.68,August 3-4
00:18:25,8.68,August 3-4
00:18:27,8.68,August 3-4
00:18:29,8.68,August 3-4
00:18:31,8.68,August 3-4
00:18:33,8.68,August 3-4
00:18:35,8.68,August 3-4
00:18:37,8.68,August 3-4
00:18:39,8.68,August 3-4
00:18:41,8.68,August 3-4
00:18:43,8.68,August 3-4
00:18:45,8.68,August 3-4
00:18:47,8.68,August 3-4
00:18:49,8.68,August 3-4
00:18:51,8.68,August 3-4
00:18:53,8.68,August 3-4
00:18:55,8.68,August 3-4
00:18:57,8.68,August 3-4
00:18:59,8.68,August 3-4
00:19:01,8.68,August 3-4
00:19:03,8.68,August 3-4
00:19:05,8.68,August 3-4
00:19:07,8.68,August 3-4
00:19:09,8.68,August 3-4
00:19:11,8.68,August 3-4
00:19:13,8.68,August 3-4
00:19:15,8.68,August 3-4
00:19:17,8.68,August 3-4
00:19:19,8.68,August 3-4
00:19:21,8.68,August 3-4
00:19:23,8.68,August 3-4
00:19:25,8.68,August 3-4
00:19:27,8.68,August 3-4
00:19:29,8.68,August 3-4
00:19:31,8.68,August 3-4
00:19:33,8.69,August 3-4
00:19:35,8.69,August 3-4
00:19:37,8.68,August 3-4
00:19:39,8.68,August 3-4
00:19:41,8.68,August 3-4
00:19:43,8.68,August 3-4
00:19:45,8.68,August 3-4
00:19:47,8.68,August 3-4
00:19:49,8.68,August 3-4
00:19:51,8.68,August 3-4
00:19:53,8.68,August 3-4
00:19:55,8.68,August 3-4
00:19:57,8.68,August 3-4
00:19:59,8.68,August 3-4
00:20:01,8.68,August 3-4
00:20:03,8.68,August 3-4
00:20:05,8.68,August 3-4
00:20:07,8.68,August 3-4
00:20:09,8.68,August 3-4
00:20:11,8.68,August 3-4
00:20:13,8.68,August 3-4
00:20:15,8.68,August 3-4
00:20:17,8.68,August 3-4
00:20:19,8.68,August 3-4
00:20:21,8.68,August 3-4
00:20:23,8.68,August 3-4
00:20:25,8.68,August 3-4
00:20:27,8.68,August 3-4
00:20:29,8.68,August 3-4
00:20:31,8.68,August 3-4
00:20:33,8.68,August 3-4
00:20:35,8.68,August 3-4
00:20:37,8.68,August 3-4
00:20:39,8.68,August 3-4
00:20:41,8.68,August 3-4
00:20:43,8.68,August 3-4
00:20:45,8.68,August 3-4
00:20:47,8.68,August 3-4
00:20:49,8.68,August 3-4
00:20:51,8.68,August 3-4
00:20:53,8.68,August 3-4
00:20:55,8.68,August 3-4
00:20:57,8.68,August 3-4
00:20:59,8.68,August 3-4
00:21:01,8.68,August 3-4
00:21:03,8.68,August 3-4
00:21:05,8.68,August 3-4
00:21:07,8.68,August 3-4
00:21:09,8.68,August 3-4
00:21:11,8.68,August 3-4
00:21:13,8.68,August 3-4
00:21:15,8.68,August 3-4
00:21:17,8.68,August 3-4
00:21:19,8.68,August 3-4
00:21:21,8.68,August 3-4
00:21:23,8.68,August 3-4
00:21:25,8.68,August 3-4
00:21:27,8.68,August 3-4
00:21:29,8.68,August 3-4
00:21:31,8.68,August 3-4
00:21:33,8.68,August 3-4
00:21:35,8.68,August 3-4
00:21:37,8.68,August 3-4
00:21:39,8.68,August 3-4
00:21:41,8.68,August 3-4
00:21:43,8.68,August 3-4
00:21:45,8.68,August 3-4
00:21:47,8.68,August 3-4
00:21:49,8.68,August 3-4
00:21:51,8.68,August 3-4
00:21:53,8.68,August 3-4
00:21:55,8.68,August 3-4
00:21:57,8.68,August 3-4
00:21:59,8.68,August 3-4
00:22:01,8.68,August 3-4
00:22:03,8.68,August 3-4
00:22:05,8.68,August 3-4
00:22:07,8.68,August 3-4
00:22:09,8.68,August 3-4
00:22:11,8.68,August 3-4
00:22:13,8.68,August 3-4
00:22:15,8.68,August 3-4
00:22:17,8.68,August 3-4
00:22:19,8.68,August 3-4
00:22:21,8.68,August 3-4
00:22:23,8.69,August 3-4
00:22:25,8.69,August 3-4
00:22:27,8.68,August 3-4
00:22:29,8.68,August 3-4
00:22:31,8.68,August 3-4
00:22:33,8.68,August 3-4
00:22:35,8.68,August 3-4
00:22:37,8.68,August 3-4
00:22:39,8.68,August 3-4
00:22:41,8.68,August 3-4
00:22:43,8.68,August 3-4
00:22:45,8.68,August 3-4
00:22:47,8.68,August 3-4
00:22:49,8.68,August 3-4
00:22:51,8.68,August 3-4
00:22:53,8.68,August 3-4
00:22:55,8.68,August 3-4
00:22:57,8.68,August 3-4
00:22:59,8.68,August 3-4
00:23:01,8.68,August 3-4
00:23:03,8.68,August 3-4
00:23:05,8.68,August 3-4
00:23:07,8.68,August 3-4
00:23:09,8.68,August 3-4
00:23:11,8.68,August 3-4
00:23:13,8.68,August 3-4
00:23:15,8.68,August 3-4
00:23:17,8.68,August 3-4
00:23:19,8.68,August 3-4
00:23:21,8.68,August 3-4
00:23:23,8.68,August 3-4
00:23:25,8.68,August 3-4
00:23:27,8.69,August 3-4
00:23:29,8.68,August 3-4
00:23:31,8.68,August 3-4
00:23:33,8.68,August 3-4
00:23:35,8.68,August 3-4
00:23:37,8.68,August 3-4
00:23:39,8.68,August 3-4
00:23:41,8.69,August 3-4
00:23:43,8.68,August 3-4
00:23:45,8.69,August 3-4
00:23:47,8.69,August 3-4
00:23:49,8.68,August 3-4
00:23:51,8.68,August 3-4
00:23:53,8.69,August 3-4
00:23:55,8.69,August 3-4
00:23:57,8.68,August 3-4
00:23:59,8.68,August 3-4
00:24:01,8.68,August 3-4
00:24:03,8.68,August 3-4
00:24:05,8.68,August 3-4
00:24:07,8.68,August 3-4
00:24:09,8.68,August 3-4
00:24:11,8.68,August 3-4
00:24:13,8.68,August 3-4
00:24:15,8.68,August 3-4
00:24:17,8.68,August 3-4
00:24:19,8.68,August 3-4
00:24:21,8.68,August 3-4
00:24:23,8.68,August 3-4
00:24:25,8.68,August 3-4
00:24:27,8.68,August 3-4
00:24:29,8.68,August 3-4
00:24:31,8.69,August 3-4
00:24:33,8.69,August 3-4
00:24:35,8.69,August 3-4
00:24:37,8.69,August 3-4
00:24:39,8.68,August 3-4
00:24:41,8.68,August 3-4
00:24:43,8.68,August 3-4
00:24:45,8.68,August 3-4
00:24:47,8.68,August 3-4
00:24:49,8.69,August 3-4
00:24:51,8.69,August 3-4
00:24:53,8.68,August 3-4
00:24:55,8.68,August 3-4
00:24:57,8.68,August 3-4
00:24:59,8.68,August 3-4
00:25:01,8.68,August 3-4
00:25:03,8.68,August 3-4
00:25:05,8.69,August 3-4
00:25:07,8.68,August 3-4
00:25:09,8.68,August 3-4
00:25:11,8.68,August 3-4
00:25:13,8.68,August 3-4
00:25:15,8.67,August 3-4
00:25:17,8.67,August 3-4
00:25:19,8.67,August 3-4
00:25:21,8.68,August 3-4
00:25:23,8.68,August 3-4
00:25:25,8.67,August 3-4
00:25:27,8.68,August 3-4
00:25:29,8.68,August 3-4
00:25:31,8.68,August 3-4
00:25:33,8.68,August 3-4
00:25:35,8.68,August 3-4
00:25:37,8.68,August 3-4
00:25:39,8.68,August 3-4
00:25:41,8.68,August 3-4
00:25:43,8.68,August 3-4
00:25:45,8.68,August 3-4
00:25:47,8.68,August 3-4
00:25:49,8.68,August 3-4
00:25:51,8.68,August 3-4
00:25:53,8.68,August 3-4
00:25:55,8.68,August 3-4
00:25:57,8.68,August 3-4
00:25:59,8.68,August 3-4
00:26:01,8.68,August 3-4
00:26:03,8.68,August 3-4
00:26:05,8.68,August 3-4
00:26:07,8.68,August 3-4
00:26:09,8.68,August 3-4
00:26:11,8.68,August 3-4
00:26:13,8.68,August 3-4
00:26:15,8.68,August 3-4
00:26:17,8.68,August 3-4
00:26:19,8.68,August 3-4
00:26:21,8.68,August 3-4
00:26:23,8.68,August 3-4
00:26:25,8.67,August 3-4
00:26:27,8.68,August 3-4
00:26:29,8.68,August 3-4
00:26:31,8.68,August 3-4
00:26:33,8.68,August 3-4
00:26:35,8.68,August 3-4
00:26:37,8.68,August 3-4
00:26:39,8.68,August 3-4
00:26:41,8.68,August 3-4
00:26:43,8.68,August 3-4
00:26:45,8.68,August 3-4
00:26:47,8.68,August 3-4
00:26:49,8.68,August 3-4
00:26:51,8.68,August 3-4
00:26:53,8.68,August 3-4
00:26:55,8.68,August 3-4
00:26:57,8.68,August 3-4
00:26:59,8.68,August 3-4
00:27:01,8.68,August 3-4
00:27:03,8.68,August 3-4
00:27:05,8.68,August 3-4
00:27:07,8.68,August 3-4
00:27:09,8.68,August 3-4
00:27:11,8.68,August 3-4
00:27:13,8.68,August 3-4
00:27:15,8.68,August 3-4
00:27:17,8.68,August 3-4
00:27:19,8.68,August 3-4
00:27:21,8.68,August 3-4
00:27:23,8.67,August 3-4
00:27:25,8.67,August 3-4
00:27:27,8.68,August 3-4
00:27:29,8.68,August 3-4
00:27:31,8.68,August 3-4
00:27:33,8.68,August 3-4
00:27:35,8.68,August 3-4
00:27:37,8.68,August 3-4
00:27:39,8.68,August 3-4
00:27:41,8.68,August 3-4
00:27:43,8.68,August 3-4
00:27:45,8.68,August 3-4
00:27:47,8.68,August 3-4
00:27:49,8.68,August 3-4
00:27:51,8.68,August 3-4
00:27:53,8.68,August 3-4
00:27:55,8.68,August 3-4
00:27:57,8.68,August 3-4
00:27:59,8.68,August 3-4
00:28:01,8.68,August 3-4
00:28:03,8.68,August 3-4
00:28:05,8.68,August 3-4
00:28:07,8.68,August 3-4
00:28:09,8.68,August 3-4
00:28:11,8.68,August 3-4
00:28:13,8.68,August 3-4
00:28:15,8.68,August 3-4
00:28:17,8.68,August 3-4
00:28:19,8.68,August 3-4
00:28:21,8.68,August 3-4
00:28:23,8.68,August 3-4
00:28:25,8.68,August 3-4
00:28:27,8.68,August 3-4
00:28:29,8.68,August 3-4
00:28:31,8.68,August 3-4
00:28:33,8.68,August 3-4
00:28:35,8.68,August 3-4
00:28:37,8.68,August 3-4
00:28:39,8.68,August 3-4
00:28:41,8.68,August 3-4
00:28:43,8.68,August 3-4
00:28:45,8.68,August 3-4
00:28:47,8.68,August 3-4
00:28:49,8.68,August 3-4
00:28:51,8.68,August 3-4
00:28:53,8.68,August 3-4
00:28:55,8.68,August 3-4
00:28:57,8.68,August 3-4
00:28:59,8.68,August 3-4
00:29:01,8.68,August 3-4
00:29:03,8.69,August 3-4
00:29:05,8.69,August 3-4
